"QID","eidrparty"
"Q63644028","10.5237/F952-39F0"
"Q9531","10.5237/68A3-01BF"
"Q107605679","10.5237/FD65-037B"
"Q107675904","10.5237/B4AB-724A"
"Q121034514","10.5237/24F5-D479"
"Q121034951","10.5237/CFCA-D609"
"Q121035061","10.5237/521E-5A18"
"Q121035231","10.5237/65DE-0015"
"Q121035441","10.5237/986A-4CF5"
"Q121035488","10.5237/49C7-188E"
"Q121035658","10.5237/C456-BE54"
"Q121035699","10.5237/97BF-F20F"
"Q121035923","10.5237/9939-3449"
"Q121078783","10.5237/4344-CF79"
"Q121078835","10.5237/B5FF-74DB"
"Q121078926","10.5237/2C25-8628"
"Q121079487","10.5237/1646-C3FF"
"Q121091024","10.5237/2F2D-B4F6"
"Q121091152","10.5237/07FF-DACB"
"Q121126015","10.5237/2D7E-7EFB"
"Q121126100","10.5237/0DE1-415A"
"Q121126212","10.5237/BE68-C04D"
"Q121126286","10.5237/B13F-D80E"
"Q121126322","10.5237/AFE5-470B"
"Q121126872","10.5237/5AC6-5EAD"
"Q121126897","10.5237/0B77-00E8"
"Q121143853","10.5237/E205-9018"
"Q121144176","10.5237/9B1D-58CF"
"Q121159725","10.5237/657B-5394"
"Q121223158","10.5237/92C0-C1ED"
"Q121223326","10.5237/DB31-8A40"
"Q121223352","10.5237/A990-82EF"
"Q121270873","10.5237/E7D7-7AAA"
"Q121270898","10.5237/026E-0932"
"Q121270942","10.5237/E6B4-4D1A"
"Q121271344","10.5237/1F15-D4F5"
"Q121271432","10.5237/7555-E4D8"
"Q121298878","10.5237/807E-680A"
"Q121299198","10.5237/5180-94D2"
"Q121314983","10.5237/D7EB-489E"
"Q121337389","10.5237/6224-E45E"
"Q121337475","10.5237/7503-7321"
"Q121337578","10.5237/F55D-8F3F"
"Q121357901","10.5237/BC1A-5AF3"
"Q121357938","10.5237/E39D-663E"
"Q123142055","10.5237/5FD9-7EF4"
"Q123142067","10.5237/434A-EE9C"
"Q123142102","10.5237/DDFD-ACAB"
"Q123458722","10.5237/7FEE-24B9"
"Q123458756","10.5237/ABE5-3291"
"Q158478","10.5237/FD28-30F1"
"Q168383","10.5237/E802-6B3B"
"Q169889","10.5237/E66C-53E2"
"Q177955","10.5237/FCA8-EB90"
"Q388234","10.5237/66C1-2A9F"
"Q465449","10.5237/9591-0774"
"Q515869","10.5237/D1AB-2339"
"Q570910","10.5237/89C3-1B75"
"Q655067","10.5237/CB1B-1B18"
"Q774682","10.5237/6F2D-6BC1"
"Q819391","10.5237/5CCB-D384"
"Q822314","10.5237/F012-89FD"
"Q825291","10.5237/0066-AC1E"
"Q913462","10.5237/3B59-C7F2"
"Q1265201","10.5237/6B8E-D640"
"Q1524732","10.5237/EE34-4639"
"Q2384316","10.5237/009D-79A1"
"Q2406051","10.5237/EFC9-CFB1"
"Q2722120","10.5237/D189-1767"
"Q2756484","10.5237/F8E2-4B4F"
"Q2910457","10.5237/B47E-253B"
"Q2925731","10.5237/5583-D116"
"Q3107636","10.5237/B7E3-D618"
"Q3282004","10.5237/2DB0-9718"
"Q3406645","10.5237/3A98-1705"
"Q3523524","10.5237/7550-EC62"
"Q3542595","10.5237/4FA5-8FD6"
"Q3739165","10.5237/A7AC-5916"
"Q3999144","10.5237/9B13-EC30"
"Q5150693","10.5237/63F6-0063"
"Q5270187","10.5237/2B43-63B8"
"Q5950024","10.5237/9F41-EF94"
"Q6591884","10.5237/A8B6-301B"
"Q7503319","10.5237/75BF-5FB9"
"Q7933914","10.5237/470A-92A8"
"Q7986172","10.5237/EF75-1286"
"Q8023804","10.5237/C513-0A89"
"Q8026450","10.5237/8E1B-DF08"
"Q8036075","10.5237/8F32-FF3C"
"Q14326525","10.5237/787B-DB8A"
"Q14408853","10.5237/2229-C154"
"Q17032103","10.5237/E756-954F"
"Q17090410","10.5237/9945-7E99"
"Q17099699","10.5237/56AF-5901"
"Q17335713","10.5237/0DC5-D31E"
"Q17592311","10.5237/1669-DAE3"
"Q18219679","10.5237/6942-3C5D"
"Q19798934","10.5237/D9BD-E71C"
"Q24988339","10.5237/05AD-ECB8"
"Q123142375","10.5237/4E13-CDED"
"Q123459494","10.5237/D2D0-05C8"
"Q123459515","10.5237/DE54-D083"
"Q123459517","10.5237/EFD4-9FD1"
"Q123459531","10.5237/868F-61AA"
"Q123459534","10.5237/0FB9-EBAE"
"Q123459535","10.5237/98ED-19C2"
"Q123459532","10.5237/8599-0053"
"Q123459537","10.5237/4FF0-302F"
"Q123459543","10.5237/CB13-C2E1"
"Q123459541","10.5237/2A67-0EAE"
"Q123459548","10.5237/F9FB-3DA8"
"Q123459552","10.5237/26C2-5D92"
"Q123459556","10.5237/8A8C-159B"
"Q123459613","10.5237/9A2A-880D"
"Q123459617","10.5237/7FEF-F4BD"
"Q123459621","10.5237/9210-4BAD"
"Q123459639","10.5237/3C19-2A15"
"Q123459636","10.5237/76DC-4F06"
"Q123459642","10.5237/013A-B10A"
"Q123459643","10.5237/0A8B-3425"
"Q123459645","10.5237/FF14-6A5E"
"Q123459649","10.5237/B8AD-3442"
"Q462288","10.5237/3DB2-BFCC"
"Q903343","10.5237/EC51-C6DB"
"Q1066018","10.5237/6F7B-85E2"
"Q1188369","10.5237/FF74-12E6"
"Q1188361","10.5237/10FE-64A6"
"Q2084961","10.5237/4A45-1A3A"
"Q2756484","10.5237/45AB-2BD8"
"Q2864832","10.5237/0E6B-22A3"
"Q3734691","10.5237/DA43-3CA0"
"Q4752661","10.5237/EC2B-F346"
"Q7439005","10.5237/3B84-A074"
"Q7544227","10.5237/D7EA-E81A"
"Q7626213","10.5237/52B0-8E31"
"Q7676144","10.5237/414B-62D5"
"Q55951008","10.5237/9500-DD01"
"Q56247596","10.5237/F2A7-5744"
"Q64253105","10.5237/2907-1FB8"
"Q65089480","10.5237/1699-61CD"
"Q66778428","10.5237/98E9-2D76"
"Q43380","10.5237/E54A-FA6D"
"Q54718","10.5237/1D47-3EB3"
"Q95988259","10.5237/827C-04AE"
"Q105760393","10.5237/AE08-9CFE"
"Q107262784","10.5237/BA7C-3560"
"Q108213998","10.5237/4347-99FE"
"Q109456807","10.5237/BF16-D5E1"
"Q111525786","10.5237/935B-447D"
"Q116116831","10.5237/458D-5E8F"
"Q116452589","10.5237/82BC-6CCA"
"Q118903893","10.5237/FC0E-D52E"
"Q119138938","10.5237/EFB8-D027"
"Q119662949","10.5237/A242-4F1C"
"Q121034702","10.5237/5E1C-02B3"
"Q121126500","10.5237/027A-3882"
"Q121159921","10.5237/66F2-29FF"
"Q121337100","10.5237/1FB4-1266"
"Q122950069","10.5237/429F-26ED"
"Q122950791","10.5237/F9F1-6325"
"Q123459372","10.5237/B857-0E91"
"Q123459374","10.5237/D657-C993"
"Q123459498","10.5237/3C8F-518E"
"Q123459502","10.5237/9D8C-A762"
"Q123459500","10.5237/3AE5-C865"
"Q123459501","10.5237/D507-49DA"
"Q123459505","10.5237/F5CC-8F00"
"Q123459514","10.5237/BCD7-70CF"
"Q123459509","10.5237/C208-D56A"
"Q123459512","10.5237/17CC-E875"
"Q123459526","10.5237/983C-643D"
"Q123459527","10.5237/E1DC-5ED6"
"Q123459525","10.5237/D087-7343"
"Q123459528","10.5237/45DD-B231"
"Q123459529","10.5237/352A-67C1"
"Q123459539","10.5237/473B-E549"
"Q123459560","10.5237/EE15-B4F6"
"Q158948","10.5237/C81D-E9D0"
"Q212252","10.5237/C491-DEA1"
"Q242446","10.5237/B27B-E0BB"
"Q252964","10.5237/8B44-AF8D"
"Q304509","10.5237/6466-76FA"
"Q456294","10.5237/2D36-F099"
"Q622668","10.5237/7AA3-DDD6"
"Q658608","10.5237/5FEC-89B1"
"Q736464","10.5237/F8D3-5A6D"
"Q963204","10.5237/84E2-AA95"
"Q1033488","10.5237/582D-C8CD"
"Q1054221","10.5237/F83F-37BC"
"Q1172062","10.5237/44FD-0E01"
"Q1322641","10.5237/C5C2-C907"
"Q1374418","10.5237/01D0-2F66"
"Q1375196","10.5237/A01B-6D9E"
"Q1404450","10.5237/4EF1-FF95"
"Q1643954","10.5237/8D50-F2B1"
"Q1670774","10.5237/C511-2804"
"Q1981249","10.5237/9EAB-B419"
"Q2703264","10.5237/D941-C92A"
"Q2793276","10.5237/4C9D-D782"
"Q2902354","10.5237/4D36-A73A"
"Q2927617","10.5237/B4A4-E8BF"
"Q2964928","10.5237/382C-FAAC"
"Q3060562","10.5237/C274-6E7E"
"Q3149951","10.5237/9D31-2DCD"
"Q3784105","10.5237/B03E-DC88"
"Q3784587","10.5237/5FD1-EAD1"
"Q3840936","10.5237/8868-16A9"
"Q3840936","10.5237/BBB1-51C8"
"Q3951435","10.5237/3807-7885"
"Q4354972","10.5237/E843-F7F1"
"Q4763574","10.5237/3242-36DF"
"Q4970516","10.5237/7535-300E"
"Q5037773","10.5237/D1A5-B57B"
"Q5120867","10.5237/937A-16EA"
"Q6061055","10.5237/97D6-0940"
"Q6165258","10.5237/9B64-C55F"
"Q6794166","10.5237/6FBF-4405"
"Q6858273","10.5237/B0A9-B532"
"Q6905320","10.5237/83B7-3A96"
"Q7915761","10.5237/410D-D01E"
"Q8204054","10.5237/61FD-016C"
"Q11285547","10.5237/BB31-D716"
"Q15622197","10.5237/A9CF-7EEB"
"Q17377477","10.5237/A07E-CACC"
"Q17768775","10.5237/445B-44B1"
"Q17985957","10.5237/04BF-2A8F"
"Q18470254","10.5237/2FA8-E0AA"
"Q18484179","10.5237/8E70-0422"
"Q19747898","10.5237/CB82-3A21"
"Q19867354","10.5237/9B21-686C"
"Q19881618","10.5237/51DD-2347"
"Q20757322","10.5237/2300-4E5F"
"Q22907891","10.5237/CC24-87FA"
"Q28106083","10.5237/3CC0-0216"
"Q30166817","10.5237/43C7-1BCB"
"Q31273172","10.5237/BE77-A95E"
