"QID","value","article"
"Q92245038","MJCF-LZT",NA
"Q92258302","L4MP-MT4",NA
"Q92379418","27VG-SL2",NA
"Q92536840","GQ14-QDT","https://en.wikipedia.org/wiki/Julia_Ruth_Stevens"
"Q94114135","MW35-FXV",NA
"Q94131323","LVM8-VW1",NA
"Q94279849","G9SC-YLM",NA
"Q94285763","K8QP-H73",NA
"Q94297044","26WM-D39",NA
"Q94356990","2SX7-73S",NA
"Q94421607","K2M8-GRF",NA
"Q94511521","KJJW-ZPL",NA
"Q94621380","LZVM-F4C",NA
"Q95072943","GKZY-1K1",NA
"Q95170173","G22X-ZCX",NA
"Q95361826","G7G2-Y31",NA
"Q95372630","G22F-J49",NA
"Q95873756","L1TD-81M","https://en.wikipedia.org/wiki/Irwin_Franklyn"
"Q96036385","MW17-SW8",NA
"Q96081663","LD5F-WLK",NA
"Q96242046","G9L7-LT8",NA
"Q96308878","LC7Q-R14",NA
"Q96308877","LC7Q-TMQ",NA
"Q96475753","G7PT-FD2","https://en.wikipedia.org/wiki/Samuel_Laing_Williams"
"Q96479430","GW5F-PBK","https://en.wikipedia.org/wiki/Guillermo_Wagner_Granizo"
"Q96587356","L5CY-JQ5",NA
"Q97103947","KCCV-XXT",NA
"Q97585794","GKYW-TDM","https://en.wikipedia.org/wiki/Roy_W._Simonson"
"Q97999817","GCWQ-2M7",NA
"Q98025249","G2ZN-89G",NA
"Q98176582","KF1H-2V4",NA
"Q98277064","GFYB-NBD",NA
"Q98518189","G7G2-B46",NA
"Q98762557","MF5Z-KSQ","https://en.wikipedia.org/wiki/Lillian_Belle_Sage"
"Q99541346","LRMP-M26","https://en.wikipedia.org/wiki/Alexander_Stavenitz"
"Q100606210","MCVF-67L",NA
"Q100786998","G9H2-3D3",NA
"Q100896260","LWJ5-CMX",NA
"Q101145203","KP9D-JBT",NA
"Q103454543","GFSL-FDH",NA
"Q104389041","LWPY-J4K",NA
"Q104530224","KCTX-5KS","https://en.wikipedia.org/wiki/Ethel_Colman"
"Q105560415","GK1J-MBT",NA
"Q105579675","GK6W-TSY",NA
"Q105602781","GK6W-T53",NA
"Q105602789","GK64-QX6",NA
"Q105692724","L5D6-VPM",NA
"Q105925200","G4GN-MSF","https://en.wikipedia.org/wiki/Ersa_Poston"
"Q105948170","GKJG-TZ1","https://en.wikipedia.org/wiki/Reverend_Father_Stanton"
"Q105948878","GNZ5-CT6",NA
"Q106398084","LKKN-H9D","https://en.wikipedia.org/wiki/William_W._Hence"
"Q106440664","LB5J-MHX",NA
"Q106626699","MWHT-GBT","https://en.wikipedia.org/wiki/William_J._Conners"
"Q106756491","LTWG-7FD",NA
"Q106849151","KGMJ-352","https://en.wikipedia.org/wiki/Fanny_Gulick"
"Q106851867","97JQ-8MJ",NA
"Q106858488","G8QY-3NV","https://en.wikipedia.org/wiki/Clara_Wehl"
"Q106878564","KCJG-3NY",NA
"Q107112057","G3DT-91H",NA
"Q107140678","L41Z-8Z2",NA
"Q107142884","L41Z-ZXR",NA
"Q107169306","LKFL-4RJ","https://en.wikipedia.org/wiki/Beatrice_Krauss"
"Q107288516","GKKG-HK7",NA
"Q107580896","GM93-925",NA
"Q107720538","KVV7-KJN","https://en.wikipedia.org/wiki/Minot_Pratt"
"Q108417006","KGCQ-1RZ",NA
"Q108438098","GK4Y-YSK","https://en.wikipedia.org/wiki/Gilbert_C._Harris"
"Q108553839","L7NC-WTG","https://en.wikipedia.org/wiki/Anna_Quincy_Churchill"
"Q108632218","K6QY-LCL",NA
"Q108906681","G2SG-2ZD","https://en.wikipedia.org/wiki/Donald_Arthur_Hatch"
"Q109131679","G8J3-Z17",NA
"Q109336601","KJHN-J1S","https://en.wikipedia.org/wiki/Frank_J._Wilstach"
"Q109581138","GSHX-M5J","https://en.wikipedia.org/wiki/John_McDonald_(Union_Army_general)"
"Q109812422","KHD7-5T7",NA
"Q109856988","KLBB-LQ7",NA
"Q110198048","LKFL-4YQ",NA
"Q110316713","GCZ7-8ZR","https://en.wikipedia.org/wiki/Karl_Thielscher"
"Q110859327","G66C-D2K","https://en.wikipedia.org/wiki/Charles_Pipon_Beaty-Pownall"
"Q111095230","G6ZD-7MG",NA
"Q111128083","G23L-36B",NA
"Q111360170","GM3L-3DD",NA
"Q111452441","KN84-WSD",NA
"Q111902712","LQR2-WRX","https://en.wikipedia.org/wiki/Marion_Tully_Dimick"
"Q111923887","L6CG-N8P",NA
"Q112086994","9Q59-LHD",NA
"Q112087067","G48T-4F3","https://en.wikipedia.org/wiki/Virginia_Keane_Bryce"
"Q112088401","9FQ2-1MW",NA
"Q112089061","GSXG-1L8",NA
"Q112089122","K28M-D5H",NA
"Q112089821","L4HK-8FN",NA
"Q112234961","GZVJ-5F2",NA
"Q112445555","GZH4-NHM",NA
"Q112457305","GZRQ-PJB",NA
"Q112463485","MYZ1-M78",NA
"Q112512325","G7C4-PV5",NA
"Q112671548","G4WQ-CX6","https://en.wikipedia.org/wiki/Lou_Wall_Moore"
"Q113165400","L29K-4GK",NA
"Q113487553","LZY7-KNN","https://en.wikipedia.org/wiki/Clarisse_Agnew"
"Q113537179","M7J3-4VQ",NA
"Q113633777","LYPR-PD7",NA
"Q113637092","GKJT-GJT","https://en.wikipedia.org/wiki/Furlong_Flynn"
"Q113673767","GKJY-H6W","https://en.wikipedia.org/wiki/Eddie_Keenan"
"Q114091602","GK42-Y7H",NA
"Q114413767","GC7W-F5K",NA
"Q114971836","K81C-CKG",NA
"Q115277491","GKTW-YB5","https://en.wikipedia.org/wiki/William_F._Gannon"
"Q115414237","GZRD-4FN",NA
"Q116614391","G22X-WJ2",NA
"Q116915600","KCWL-F99","https://en.wikipedia.org/wiki/Otto_Schwarz"
"Q116973103","LH91-7ZQ",NA
"Q116984820","LTD7-9F4",NA
"Q117031704","KGCT-84J","https://en.wikipedia.org/wiki/Henry_Alger_Gildersleeve"
"Q117035978","LZPF-5DG",NA
"Q117211753","G236-5JN",NA
"Q117247014","LWKR-Q6Z",NA
"Q117250214","LKYL-Q8P",NA
"Q117250213","LC2W-7KB",NA
"Q117251092","MYZ6-JSX",NA
"Q117251264","LC1B-NKH",NA
"Q117251814","LZNG-P5F",NA
"Q117260529","L177-FG5",NA
"Q117260990","LTKX-5SL",NA
"Q117264946","LHZV-DWD",NA
"Q117267940","96Q5-2SL",NA
"Q117268463","KH4Q-JTG",NA
"Q117268576","LCFZ-M89",NA
"Q117268997","LX4W-GK3",NA
"Q117269151","K2TW-6RS",NA
"Q117269149","LHZ6-J2D",NA
"Q117270106","LHZV-8LF",NA
"Q117280349","L6Y8-BYT",NA
"Q117280382","LCMF-H68",NA
"Q117280524","GK49-JJS",NA
"Q117280551","LKRL-KF6",NA
"Q117280582","L67J-B6P",NA
"Q117285933","L4QY-6M9",NA
"Q117285978","K28M-D5Z",NA
"Q117286074","L4QY-DLY",NA
"Q117286115","93SW-KTF",NA
"Q117286176","9VL1-SMH",NA
"Q117288616","GWZK-P72",NA
"Q117288630","KND6-FX2",NA
"Q117288660","G4Y4-GXN",NA
"Q117288944","GK4V-3L8",NA
"Q117289119","LCZ9-K9Y",NA
"Q117289246","KHNP-263",NA
"Q117289285","LTGN-PC1",NA
"Q117289433","9HGH-HSM",NA
"Q117289610","GWLM-VNX",NA
"Q117289614","L41X-C4T",NA
"Q117289617","LC7Q-RYS",NA
"Q117304129","GCPS-MRD",NA
"Q117304769","LTQC-FTP",NA
"Q117304797","KCSP-7G6",NA
"Q117304869","2SCH-79F",NA
"Q117304930","KC98-MXC",NA
"Q117305637","LV68-WZS",NA
"Q117309307","K2M8-84R",NA
"Q117309475","L52S-TDD",NA
"Q117309477","LJ6C-G88",NA
"Q117309639","9MF1-7XQ",NA
"Q117309883","GCJR-GHP",NA
"Q117310065","278F-45B",NA
"Q117310365","26WM-8ZK",NA
"Q117310728","K237-4Y6",NA
"Q117311260","M1TH-5KJ",NA
"Q117311399","KZGD-M2P",NA
"Q117311500","G4KV-SB9",NA
"Q117311511","G6P8-YZS",NA
"Q117311559","LYY9-Q9H",NA
"Q117311687","KLQ7-N68",NA
"Q117311785","M1HF-8X3",NA
"Q117311866","K229-JHB",NA
"Q117311971","LR3T-Q4V",NA
"Q117315682","LYRZ-HCQ",NA
"Q117316161","LQ5C-317",NA
"Q117316253","LZ53-XTG",NA
"Q117317013","9C13-GMJ",NA
"Q117317052","KJ6W-86K",NA
"Q117317394","LZRP-5BM",NA
"Q117317417","LZRL-H5B",NA
"Q117319822","MVX5-TH5",NA
"Q117320463","GKCC-QCX",NA
"Q117321148","LCVV-NYB",NA
"Q117321388","2N7H-FP8",NA
"Q117321441","K237-HWR",NA
"Q117321947","LHX9-XR1",NA
"Q117322023","97J8-36L",NA
"Q117328225","L27F-125",NA
"Q117328239","LTQH-W6F",NA
"Q117328252","MDH4-VKF",NA
"Q117328261","KZ1W-1YB",NA
"Q117348135","G795-SF9",NA
"Q117353921","LH1B-1G3",NA
"Q117354247","KJ4D-PF8",NA
"Q117356506","L8SH-FPM",NA
"Q117357738","LC7Q-7ZG",NA
"Q117357746","M8T2-6TZ",NA
"Q117357787","M8L1-5TB",NA
"Q117357825","LHPH-HG3",NA
"Q117383396","KZHC-MTH",NA
"Q117383597","KCWB-RG3",NA
"Q117384022","G9JG-G3Z",NA
"Q117384037","M7F4-2JW",NA
"Q117384067","K6GK-THH",NA
"Q117384104","L4BQ-JQ2",NA
"Q117384732","MNCS-HM9",NA
"Q117408856","L5NT-GJD","https://en.wikipedia.org/wiki/Theron_Lynd"
"Q117409330","KZ2S-97K",NA
"Q117409369","KCFF-ZLD",NA
"Q117410111","G753-23W","https://en.wikipedia.org/wiki/A._Wilberforce_Williams"
"Q117413777","MK3B-FQB",NA
"Q117413803","L7NC-43T",NA
"Q117443982","KHNG-DRT",NA
"Q117446046","LVMN-VBN",NA
"Q117448314","LDRF-KYC",NA
"Q117448685","G3X2-YZC",NA
"Q117448776","L5ND-T3N",NA
"Q117453604","KCPP-NYF",NA
"Q117454520","L7XN-ZXW",NA
"Q117455304","LCPZ-HMJ",NA
"Q117458201","LCMF-HC6",NA
"Q117458296","LCF4-J6W",NA
"Q117460630","LKGS-4V3",NA
"Q117461172","2YG8-R14",NA
"Q117462056","MNXZ-4SL",NA
"Q117465566","KZGZ-J5K",NA
"Q117466037","GH7G-5G8",NA
"Q117466074","9V67-61J",NA
"Q117466119","9V67-2Z9",NA
"Q117466116","9V67-X99",NA
"Q117466142","GZR7-92B",NA
"Q117467279","L5PW-1T3",NA
"Q117472641","LZKC-QCP",NA
"Q117475636","G7Y2-Q3P",NA
"Q117478226","GSRQ-7XD",NA
"Q117479204","LZPS-HHC",NA
"Q117480383","9ZS4-7NQ",NA
"Q117485326","LWTH-3P1",NA
"Q117485326","GKXK-3BC",NA
"Q117488022","9H2R-YKZ",NA
"Q117488175","9H2R-YK1",NA
"Q117493136","GKX6-ZN1",NA
"Q117494434","KHWH-F4V","https://en.wikipedia.org/wiki/Amy_Robbins_Ware"
"Q117553760","GXX3-NBT",NA
"Q117568314","GDN2-DCT",NA
"Q117569294","KZ6W-FBK",NA
"Q117585776","KGYZ-BLR",NA
"Q117587300","LZLT-GP5",NA
"Q117592607","9HV3-3FT",NA
"Q117617897","L7GH-8TZ","https://en.wikipedia.org/wiki/Andrew_Bonney_Robbins"
"Q117624319","LXQP-971",NA
"Q117633816","LD3C-HMN",NA
"Q117646771","L7DG-8BJ",NA
"Q117649352","GQR2-345",NA
"Q117662841","K675-7HP",NA
"Q117687326","L7H3-HQ4",NA
"Q117695847","L7H3-HQ3",NA
"Q117705117","G93F-MQG",NA
"Q117712195","GKN8-BZ4",NA
"Q117713766","LVNL-26T",NA
"Q117713821","LVNL-V15",NA
"Q117714496","GKN8-WVN",NA
"Q117725733","L5VP-M2K",NA
"Q117730677","KH1S-9SS",NA
"Q117733508","GKN2-517",NA
"Q117736995","GKN2-VNG",NA
"Q117743565","GKJF-M15",NA
"Q117748624","LVNL-KD6",NA
"Q117748660","LVNL-V91",NA
"Q117750194","GVC6-D66",NA
"Q117750267","LYV3-SVG",NA
"Q117767129","LTB6-3Z2",NA
"Q117768806","LKYY-ZVD",NA
"Q117769476","LYSJ-2G5",NA
"Q117769499","LYSJ-XF6",NA
"Q117788344","GN6D-6G4",NA
"Q117788367","GQG9-GRZ",NA
"Q117793983","9H2V-SBG",NA
"Q117800611","2WMQ-ZSS",NA
"Q117800653","LVXX-D2Y",NA
"Q117800799","GSG3-Z79",NA
"Q117801739","G925-VM1",NA
"Q117802860","GZ3K-6HV",NA
"Q117804603","GKVL-XWH",NA
"Q117806222","GNFY-YP6",NA
"Q117806376","GFGK-L9H",NA
"Q117808114","GS29-1YX",NA
"Q117811195","GNB6-VWL",NA
"Q117811198","GNB6-2Z4",NA
"Q117812428","MPFG-MGG",NA
"Q117814973","G37C-RBJ",NA
"Q117815533","LK4X-JNB",NA
"Q117815806","M6QX-18H",NA
"Q117817305","KL4L-2PD",NA
"Q117817312","G4SN-LHY",NA
"Q117818785","GKKC-RBL",NA
"Q117826509","LDMP-619",NA
"Q117830192","LDMP-X2H",NA
"Q117830885","K8PY-T14",NA
"Q117830964","LHR9-N63",NA
"Q117836375","KW85-JR2",NA
"Q117840378","G6Y4-FR4",NA
"Q117840795","GH7L-3GP",NA
"Q117842687","GK2N-KYT",NA
"Q117844136","KZK7-FZ9",NA
"Q117845324","KHR5-WST",NA
"Q117845564","LDQV-1TG",NA
"Q117846551","LRRJ-Q5Q",NA
"Q117850500","LTKX-G8B",NA
"Q117871623","9W3S-D8H",NA
"Q117884372","9KHP-5FJ",NA
"Q117884707","L177-HLM",NA
"Q117884767","GKL7-V67",NA
"Q117885737","GKLN-QGH",NA
"Q117997757","LX3F-VM6",NA
"Q118014241","GZNZ-LZR",NA
"Q118104317","G2M1-6KV",NA
"Q118112550","GV4L-KMB",NA
"Q118113059","KC65-TLF",NA
"Q118119136","LHL5-GMM",NA
"Q118119457","G884-DV2",NA
"Q118120007","GK4K-K54",NA
"Q118120627","L4SR-HN5",NA
"Q118120944","GVC3-QKZ","https://en.wikipedia.org/wiki/William_Clarence_Hueston_Sr."
"Q118121958","MN9X-4FW",NA
"Q118122030","KHYN-PZ2",NA
"Q118123574","9QD3-6GS",NA
"Q118123963","GKP9-9M2",NA
"Q118125904","LBSS-MRY",NA
"Q118125931","MS2Y-M5Y",NA
"Q118125991","LBSS-SFM",NA
"Q118126169","293G-5LQ",NA
"Q118126352","KCZR-QTX",NA
"Q118134059","GS83-YCZ",NA
"Q118139562","LBVP-C97",NA
"Q118145207","L14K-ZCD",NA
"Q118178147","L1J4-V2Q",NA
"Q118189324","G7QK-NPY",NA
"Q118189335","LR8L-KBF",NA
"Q118206710","LTNF-68D",NA
"Q118210892","LHR4-6L1",NA
"Q118213154","KJDL-FQC",NA
"Q118225025","LJKZ-T3Z",NA
"Q118235414","KZRN-CCG",NA
"Q118235472","K41M-YB7",NA
"Q118240625","LX39-SHN",NA
"Q118247137","GJR6-9T3",NA
"Q118247137","GKTS-CNQ",NA
"Q118248232","GKPF-BTV",NA
"Q118258260","2CYM-GSD",NA
"Q118268352","GKTZ-63B",NA
"Q118271837","L1X2-FPF",NA
"Q118279239","GQTT-1ZG","https://en.wikipedia.org/wiki/Willard_Ransom"
"Q118279364","L1ZG-B1W",NA
"Q118286355","G7T5-F4Z","https://en.wikipedia.org/wiki/Curtis_Cavielle_Taylor"
"Q118288137","GKTL-MNF",NA
"Q118289659","LTXM-MYN",NA
"Q118300199","LDJR-RMM",NA
"Q118301730","GXG9-Q36",NA
"Q118301954","9C7Q-P9Z",NA
"Q118302280","9C7Q-P9V",NA
"Q118302592","GKTY-295",NA
"Q118303056","9C7Q-P9T",NA
"Q118310527","GW4W-24R",NA
"Q118311850","G6C6-3JY",NA
"Q118312264","G6C6-9FQ",NA
"Q118322202","L69D-R1Z",NA
"Q118322222","LHP4-R17",NA
"Q118322310","G3DT-NGW",NA
"Q118322437","GKYW-82N",NA
"Q118322484","GKYW-DPF",NA
"Q118322582","GKYW-WW3",NA
"Q118322599","L69D-T5Q",NA
"Q118322660","L6M2-Z21",NA
"Q118323374","KV22-X5V",NA
"Q118324032","LJV7-K93",NA
"Q118328125","MNPS-DWN",NA
"Q118330129","G7RK-XXF",NA
"Q118351793","MM3B-3VK","https://en.wikipedia.org/wiki/George_Devereux_Belben"
"Q118352501","KCST-4WB",NA
"Q118368121","GMTS-SXK",NA
"Q118368318","GKYP-TGZ",NA
"Q118368364","GQW6-YT6",NA
"Q118368410","K89G-BCW",NA
"Q118368416","GQWX-GCZ",NA
"Q118368441","GQWX-N4J",NA
"Q118368487","KZPL-FPN",NA
"Q118368490","KHC3-6NW",NA
"Q118368488","LY4R-X1J",NA
"Q118368500","K89G-BCW",NA
"Q118368728","K8D6-NFW",NA
"Q118368733","KCGH-PWJ",NA
"Q118369333","LCPC-YS9",NA
"Q118369336","G4S7-2JM",NA
"Q118369343","L18S-HKZ",NA
"Q118369345","M3D4-59C",NA
"Q118373957","GKB9-KJH",NA
"Q118384838","L18S-XN9",NA
"Q118384862","LHT9-KNG",NA
"Q118384931","L83Y-79M",NA
"Q118384943","KCD7-B5X",NA
"Q118384941","GQWX-96Y",NA
"Q118384954","MDB4-FB2",NA
"Q118390537","LW7M-MV1",NA
"Q118390698","LW7M-MVG",NA
"Q118390729","L4BP-1QF",NA
"Q118390741","GKBZ-HG4",NA
"Q118391383","LDPT-3NR",NA
"Q118391396","K8NP-SPX",NA
"Q118435266","9VVR-Q71",NA
"Q118465245","LDKQ-99J",NA
"Q118471914","L2NY-6PC",NA
"Q118480052","GKXP-J91",NA
"Q118491530","GKXG-DFZ",NA
"Q118494785","M579-4DW",NA
"Q118496556","LRGZ-YRX",NA
"Q118501222","KP9S-Q1P",NA
"Q118501509","LDWL-BKR",NA
"Q118523846","9CBQ-3SS",NA
"Q118523935","9CJH-HHF",NA
"Q118533812","GMWB-KYK",NA
"Q118533892","L4SG-7VX",NA
"Q118533912","LC3L-NDZ",NA
"Q118534180","KHRC-GJ8",NA
"Q118538718","9H2R-YW1",NA
"Q118565542","K8SX-MN7",NA
"Q118583242","9H2R-Y62",NA
"Q118591244","9CV4-H4T",NA
"Q118593552","9H2R-TTS",NA
"Q118593687","9H2R-Y99",NA
"Q118610813","K8M7-NTX",NA
"Q118611425","G29D-DLN",NA
"Q118651599","LYWR-6VZ",NA
"Q118696137","L6M2-WNH",NA
"Q118696141","M6PN-666",NA
"Q118696305","L6M2-HPZ",NA
"Q118696692","G3N7-FMP",NA
"Q118696865","GMXT-B79",NA
"Q118697208","GCP4-XWG",NA
"Q118697244","GCP4-FP9",NA
"Q118697349","L6M2-8KP",NA
"Q118697408","LZTK-Z7Z",NA
"Q118786419","G232-ZNS",NA
"Q118847790","LTWG-HYC",NA
"Q118849020","G91G-WD9",NA
"Q118869519","G8WF-B3J",NA
"Q118888381","LHKR-S3H",NA
"Q118891373","GZJZ-LPP",NA
"Q118904866","G39H-PH6","https://en.wikipedia.org/wiki/Mrs._I._Lowenberg"
"Q118907974","L26C-XBR",NA
"Q118910601","L26C-VMN",NA
"Q118911516","L52M-C15",NA
"Q118955036","GJ1V-4Q5",NA
"Q118959100","9HH1-78S",NA
"Q118959106","G973-7MR",NA
"Q118976804","LBYY-1XG",NA
"Q118977949","193324046",NA
"Q118977996","K829-H73",NA
"Q118978057","LC3L-8QD",NA
"Q118978187","GM7N-B1L",NA
"Q118978338","GM7N-YY3",NA
"Q119010622","GMQV-QQF",NA
"Q119010633","GMMN-1DP",NA
"Q119020831","GVF9-4QX",NA
"Q119032529","GMQG-7CF",NA
"Q119033867","GMQT-VRQ",NA
"Q119035106","LVXB-DK5",NA
"Q119035912","GMQT-YF8",NA
"Q119065286","G2WQ-CZS",NA
"Q119079551","GMQB-11V",NA
"Q119083062","LDXS-S86",NA
"Q119122006","L4ZQ-L7Q",NA
"Q119126561","GCBZ-XPS",NA
"Q119140724","G24S-MM4",NA
"Q119157854","K8PB-T27",NA
"Q119161715","MRH4-376","https://en.wikipedia.org/wiki/Sarah_Elizabeth_Tanner"
"Q119168562","GDGS-BQF",NA
"Q119174495","9JRM-6HR",NA
"Q119174896","LT7V-G1T",NA
"Q119175066","LT7V-V3F",NA
"Q119175097","KP91-QJS",NA
"Q119228395","LTFC-89D",NA
"Q119231187","M5V5-94G",NA
"Q119231189","9JM2-XZZ",NA
"Q119249877","9H2R-YM5",NA
"Q119252059","L61W-PSK",NA
"Q119257282","LM1H-SJ5",NA
"Q119260768","GFK7-2PN",NA
"Q119268609","KZF4-9KV",NA
"Q119275675","9W38-XW3",NA
"Q119311017","9KZV-7DW",NA
"Q119316031","LYH8-167",NA
"Q119316798","9NTB-JV8",NA
"Q119344929","LK42-R4G",NA
"Q119346490","LRTZ-8K3",NA
"Q119358832","L8TM-1V6","https://en.wikipedia.org/wiki/Arthur_Cecil_Champion"
"Q119396938","G2CW-ZPP",NA
"Q119405466","LD73-L38",NA
"Q119424805","G2CZ-SXM",NA
"Q119426106","KZJQ-3HV",NA
"Q119442074","LWQB-GXY",NA
"Q119444803","LWQB-GX5",NA
"Q119459816","KW84-FBM",NA
"Q119459990","LK6B-JZP",NA
"Q119521926","MWL9-FCK",NA
"Q119524379","M8FX-2Z8",NA
"Q119532520","GWM7-2N7",NA
"Q119575521","GWM7-6D9",NA
"Q119578138","GKY9-CVB",NA
"Q119579101","LDJX-1SM",NA
"Q119579276","G2ZT-DTL",NA
"Q119579697","GZDR-3BR",NA
"Q119580016","GZD5-GLN",NA
"Q119580359","MSLX-G39",NA
"Q119585164","G731-6P1",NA
"Q119592192","L4MP-TRM",NA
"Q119598963","MFHX-YW7",NA
"Q119600203","L11G-SWB",NA
"Q119663654","MTP8-T95",NA
"Q119741487","MNXS-ZS3",NA
"Q119785990","GWM2-1CW",NA
"Q119790576","MVLP-83G",NA
"Q119829303","MBRG-PTT",NA
"Q119853755","K4R5-K6W",NA
"Q119864260","KG87-MFY",NA
"Q119867011","LX96-L11",NA
"Q119911345","K27G-HGV",NA
"Q119942516","GQ53-6WL",NA
"Q119949433","G2XS-RY1",NA
"Q119950068","G2XD-LW7",NA
"Q119957890","GKGN-SKK",NA
"Q119982787","G2DS-ZDN",NA
"Q119982829","G2D3-3YB",NA
"Q119983019","K6WF-BC8",NA
"Q119983376","G2XJ-SL4",NA
"Q119983910","G2XV-GRF",NA
"Q119984736","K2J8-6QX",NA
"Q119984753","LL79-RMC",NA
"Q120076925","94Q3-939",NA
"Q120147885","L75G-WW2",NA
"Q120161533","GMXX-M9F","https://en.wikipedia.org/wiki/John_Luddy_Burke"
"Q120169940","L72V-8QX",NA
"Q120169980","LBF3-ZN9",NA
"Q120170053","L5BK-NYQ",NA
"Q120170565","KCKX-TG2",NA
"Q120188531","GSTF-2S5","https://en.wikipedia.org/wiki/Morgan_J._Burke_Jr."
"Q120203612","GSGH-2HX",NA
"Q120204193","G2NT-TYP",NA
"Q120205372","MKYV-GY1",NA
"Q120238146","9H2R-T24",NA
"Q120259774","L69L-6SY",NA
"Q120259809","L69L-8XX",NA
"Q120259870","MY36-595",NA
"Q120259942","MY36-59F",NA
"Q120281480","L1XT-K2P",NA
"Q120287130","L4N1-4XN",NA
"Q120333163","G288-FGN",NA
"Q120334103","G2JN-RB9",NA
"Q120336801","GMX2-SVZ",NA
"Q120336858","KZ2M-Y32",NA
"Q120336877","L1YC-BPX",NA
"Q120338189","KCP5-9G8",NA
"Q120339343","L1YC-1XP",NA
"Q120340958","KZFK-ZL7",NA
"Q120340978","L1YC-YKD",NA
"Q120340979","KJWN-PKW",NA
"Q120344063","L4T7-VXG",NA
"Q120348001","K1D5-4HN",NA
"Q120355600","9CHC-F5Z",NA
"Q120355785","KGZV-Y2B",NA
"Q120363352","LDJF-KDF",NA
"Q120378401","G7N8-DQT",NA
"Q120378903","GK8W-141",NA
"Q120381228","KGCX-HH1","https://en.wikipedia.org/wiki/Angelina_Maria_Collins"
"Q120381837","L77P-1MC","https://en.wikipedia.org/wiki/Hetty_Athon_Morrison"
"Q120381843","LW1B-BGH",NA
"Q120382017","LQ8W-CVD","https://en.wikipedia.org/wiki/Mary_Ellen_Graydon_Sharpe"
"Q120382261","G8JV-4YB",NA
"Q120382267","LWPT-TF4",NA
"Q120384157","9H2R-YF9",NA
"Q120384186","LDPC-JH1",NA
"Q120408042","LWZT-S6K",NA
"Q120416134","K852-VZT",NA
"Q120417514","G353-D7C",NA
"Q120431619","L5FK-1J6",NA
"Q120431635","LBSX-PF5",NA
"Q120433467","KCVQ-FJX",NA
"Q120434060","944B-BYC",NA
"Q120441610","L6ML-YKV",NA
"Q120441800","GM7C-BYS",NA
"Q120442140","G243-M7J",NA
"Q120442513","9NT1-D7F",NA
"Q120442760","9NT1-D7P",NA
"Q120444261","KNQ2-JGW",NA
"Q120448657","944B-BYG",NA
"Q120449172","L2LK-TTY",NA
"Q120450506","KV5P-2VX",NA
"Q120450836","GKXP-V2N",NA
"Q120465226","MZHN-6V5",NA
"Q120467350","LTXT-1CS",NA
"Q120483262","GMS4-7RQ",NA
"Q120483530","KFYG-2TY",NA
"Q120483952","G2W8-9P6",NA
"Q120484059","GMC6-D23",NA
"Q120484317","M3V1-CQG",NA
"Q120484523","L1N6-WVG",NA
"Q120485672","LB84-5CN",NA
"Q120486365","KZ6S-4WD",NA
"Q120491039","M286-T7T",NA
"Q120492094","M9KG-XC2",NA
"Q120492207","KT4X-JGB",NA
"Q120494849","G2JJ-876",NA
"Q120495451","G2JT-BSF",NA
"Q120495451","G22M-JGX",NA
"Q120495689","G2JJ-DRR",NA
"Q120495840","LDK1-9ZB",NA
"Q120499304","K874-TN2",NA
"Q120500071","LZ59-4LY",NA
"Q120512181","9V7G-TTJ",NA
"Q120512823","9V7G-TTV",NA
"Q120513551","L25S-CNQ",NA
"Q120514160","M6Z2-JK7",NA
"Q120514321","KDMY-TNX",NA
"Q120514353","KZP9-7RM",NA
"Q120514432","G4WK-SZR",NA
"Q120514856","G2JZ-SJN",NA
"Q120516437","LT67-33P","https://en.wikipedia.org/wiki/Evan_Dhu_Cameron"
"Q120521913","G2JJ-X62",NA
"Q120551075","LDJF-2Z5",NA
"Q120556805","LD5X-ZZ7",NA
"Q120560773","L8YJ-ZTS",NA
"Q120598272","LTPM-2D2",NA
"Q120598288","LTPM-T4N",NA
"Q120598315","G9CT-XRS",NA
"Q120598371","LTPM-K1J",NA
"Q120598400","MSYS-HS6",NA
"Q120598423","9C3M-5P7",NA
"Q120599910","K8L4-RNW",NA
"Q120599919","KZDP-YW8",NA
"Q120600572","KH1R-V4Z",NA
"Q120600620","K2FD-R6L",NA
"Q120617896","G4T8-WLP",NA
"Q120622145","L22M-YJ5",NA
"Q120669966","LBLP-57D",NA
"Q120669995","LH8C-WQ9",NA
"Q120670096","LHZJ-J9W",NA
"Q120670118","LHZJ-NBF",NA
"Q120670144","GZQW-GM4",NA
"Q120670393","G2LN-53D",NA
"Q120670493","G2LJ-9GJ",NA
"Q120670734","G731-N44",NA
"Q120670734","GX2N-972",NA
"Q120673856","G731-FD3",NA
"Q120678949","K2MS-M2D",NA
"Q120691783","LKSX-24N",NA
"Q302","LDLR-236","https://en.wikipedia.org/wiki/Jesus"
"Q1228","LRR6-6SZ","https://en.wikipedia.org/wiki/Oscar_Luigi_Scalfaro"
"Q6722","LZPZ-B3B","https://en.wikipedia.org/wiki/Carl_Friedrich_Gauss"
"Q7099","LZGB-756","https://en.wikipedia.org/wiki/Emmy_Noether"
"Q20012","KCQ5-JRK","https://en.wikipedia.org/wiki/Adolphe_Quetelet"
"Q38337","LHS7-1YZ","https://en.wikipedia.org/wiki/Alexandre_Dumas"
